obs_s_original,obs_d_original,obs_mu_original,obs_speed_original,obs_steering_original,obs_kappa_original,ego_s_original,ego_d_original,ego_mu_original,ego_speed_original,ego_steering_original,ego_kappa_original,obs_s_noisy,obs_d_noisy,obs_mu_noisy,obs_speed_noisy,obs_steering_noisy,obs_kappa_noisy,ego_s_noisy,ego_d_noisy,ego_mu_noisy,ego_speed_noisy,ego_steering_noisy,ego_kappa_noisy,obs_s_filtered,obs_d_filtered,obs_mu_filtered,obs_speed_filtered,obs_steering_filtered,obs_kappa_filtered,ego_s_filtered,ego_d_filtered,ego_mu_filtered,ego_speed_filtered,ego_steering_filtered,ego_kappa_filtered,Q_scale,R_scale
21.02955748730975,0.4604281166144866,6.384540987961391e-06,0.0166667641849461,0.0166666660942097,-0.0203963241814997,0.0,0.0,0.0,0.0,0.0,-0.0201827018355195,19.213407512504705,0.4048008361110427,6.320378329921282e-06,0.014614010486602148,0.01764099155132666,-0.01759858749838966,0.0,0.0,0.0,0.0,0.0,-0.014642111103559525,19.213215397443584,0.4047967885032812,6.320315132392766e-06,0.014613864360959622,0.017640815158869054,-0.017598411529930618,0.0,0.0,0.0,0.0,0.0,-0.014641964696938639,0.088949606,0.01
21.0303829988355,0.4604389351351271,2.8624027100494628e-05,0.0333334308516128,0.0333333327608763,-0.0203963241814997,0.0,0.0,0.0,0.0,0.0,-0.0201827018355195,27.728027635843375,0.38174233580303485,2.8045051176080592e-05,0.040431054810094486,0.029936125839440733,-0.020257901691855727,0.0,0.0,0.0,0.0,0.0,-0.020204824739768822,20.715390706436175,0.40072954325593846,1.0152972995596837e-05,0.019168509249704473,0.01980994251055082,-0.01806759632742222,0.0,0.0,0.0,0.0,0.0,-0.015623359326644696,0.15436813,0.7673228
21.03175865618635,0.4604683362441529,7.134856263915768e-05,0.0500000975182794,0.049999999427543,-0.0203963241814997,0.0,0.0,0.0,0.0,0.0,-0.0201827018355195,16.719174468396577,0.5164214872974034,5.975915151497031e-05,0.06339397241447746,0.05017822349875878,-0.019992849348867095,0.0,0.0,0.0,0.0,0.0,-0.019424868964825717,19.605968911169942,0.43284771620027523,2.392454398952744e-05,0.03144629649097061,0.028240725733036,-0.018602081334279836,0.0,0.0,0.0,0.0,0.0,-0.016678727053587725,0.16291413,0.7761575
21.03368416720985,0.4605256802684625,0.0001391922754954,0.0666667641849461,0.0666666660942097,-0.0203963241814997,0.0,0.0,0.0,0.0,0.0,-0.0201827018355195,26.705522496209756,0.49490075850806503,0.00015715117509071278,0.048639566539807805,0.020504026931976366,-0.015959464361236284,0.0,0.0,0.0,0.0,0.0,-0.02500750677002785,21.919237733097358,0.4530666449479689,6.733417648053555e-05,0.03704843119909684,0.025719853975852962,-0.01774102952604793,0.0,0.0,0.0,0.0,0.0,-0.019392518309891676,0.15657417,0.7697916
21.03615911855324,0.4606203963470445,0.0002367964869956,0.0833334308516128,0.0833333327608763,-0.0203963241814997,0.0,0.0,0.0,0.0,0.0,-0.0201827018355195,28.571202375989504,0.4334015250020824,0.00025168261238331217,0.05150334478080206,0.08029526905561561,-0.021728676048502257,0.0,0.0,0.0,0.0,0.0,-0.013105052528693718,24.247738758916306,0.44618292646402025,0.00013186481444272142,0.04210833198180619,0.0448238205210616,-0.019136893682971834,0.0,0.0,0.0,0.0,0.0,-0.01719160905867298,0.16998003,0.78133047
21.03918297202259,0.4607619991289262,0.0003688128784826,0.1000000975182794,0.099999999427543,-0.0203963241814997,0.0,0.0,0.0,0.0,0.0,-0.0201827018355195,25.742700437458765,0.5510523367478646,0.00031770218149071796,0.08852577119597937,0.09745453611663764,-0.015450604006746006,0.0,0.0,0.0,0.0,0.0,-0.02176866241121188,24.792784488837,0.4844171000183808,0.0001996189681598718,0.05903159322700731,0.06401237044162358,-0.0177929151207678,0.0,0.0,0.0,0.0,0.0,-0.018860349750309154,0.18009126,0.7905317
21.042755060166773,0.4609601054801681,0.0005399066583466,0.1166667641849461,0.1166666660942097,-0.0203963241814997,0.0,0.0,0.0,0.0,0.0,-0.0201827018355195,17.225342674378417,0.5143347882402429,0.0006050431804033613,0.11111032359388523,0.14719397526015987,-0.016902098840043393,0.0,0.0,0.0,0.0,0.0,-0.01725604157747821,21.972912036141462,0.49556539384522913,0.00035069308221211164,0.07843780482844061,0.09500851441601615,-0.01746096829487639,0.0,0.0,0.0,0.0,0.0,-0.01826253287465684,0.18219577,0.79199517
21.04687458106628,0.4612244512052872,0.0007547597331029,0.1333334308516128,0.1333333327608763,-0.0203963241814997,0.0,0.0,0.0,0.0,0.0,-0.0201827018355195,16.04997318264106,0.4717203709125773,0.0009697726796468264,0.09824540965047618,0.07993457196664946,-0.02255336898748359,0.0,0.0,0.0,0.0,0.0,-0.027428500281086506,19.771078879266618,0.48670108451869853,0.0005808338988053643,0.08580121717055134,0.0894048255867412,-0.01935405160544415,0.0,0.0,0.0,0.0,0.0,-0.021669951294717625,0.16742255,0.7817034
21.05154059230331,0.4615649077874392,0.0010180738860011,0.1500000975182794,0.149999999427543,-0.0203963241814997,0.0,0.0,0.0,0.0,0.0,-0.0201827018355195,13.771829820249007,0.5157151091104111,0.0010714530311802888,0.15146275233010775,0.18171944088023123,-0.018699750958218006,0.0,0.0,0.0,0.0,0.0,-0.028142657360808995,17.57673438887967,0.49731354024114877,0.0007602875903281551,0.10981822771475358,0.12317072952883085,-0.01911472814909603,0.0,0.0,0.0,0.0,0.0,-0.02403747208845303,0.15489769,0.7724675
21.05675200408537,0.4619914991504253,0.0013345739665172,0.1666667641849461,0.1666666660942097,-0.0203963241814997,0.0,0.0,0.0,0.0,0.0,-0.0201827018355195,32.28460267294028,0.4629459217061281,0.0015459011691538514,0.14922959531052066,0.2235308684269112,-0.026558211829446378,0.0,0.0,0.0,0.0,0.0,-0.014513186808419822,22.81935184021935,0.4850632077515692,0.001040319433068041,0.1238664038031029,0.15894408603734375,-0.021767956794314296,0.0,0.0,0.0,0.0,0.0,-0.020642542024063425,0.13875403,0.7606323
