index,Agent1 Ego Dynamics s,Agent1 Ego Dynamics d,Agent1 Ego Dynamics mu,Agent1 Ego Dynamics speed,Agent1 Ego Dynamics steering,Agent1 Ego Dynamics kappa,Agent1 Ego Dynamics tire velocity (action),Agent1 Ego Dynamics Acceleration (action),Agent2 Ego Dynamics s,Agent2 Ego Dynamics d,Agent2 Ego Dynamics mu,Agent2 Ego Dynamics speed,Agent2 Ego Dynamics steering,Agent2 Ego Dynamics kappa,Agent2 Ego Dynamics tire velocity (action),Agent2 Ego Dynamics Acceleration (action)
0.0,0.0,0.0,0.0,0.0,0.0,-0.02018270183551956,0.0,0.0,21.02955748730975,0.4604281166144866,6.384540987961391e-06,0.01666676418494616,0.01666666609420972,-0.020396324181499757,0.5,0.5
1.0,0.0,0.0,0.0,0.0,0.0,-0.02018270183551956,0.0,0.0,21.0303829988355,0.4604389351351271,2.8624027100494628e-05,0.03333343085161282,0.03333333276087638,-0.020396324181499757,0.5,0.5
2.0,0.0,0.0,0.0,0.0,0.0,-0.02018270183551956,0.0,0.0,21.03175865618635,0.4604683362441529,7.134856263915768e-05,0.05000009751827948,0.049999999427543046,-0.020396324181499757,0.5,0.5
3.0,0.0,0.0,0.0,0.0,0.0,-0.02018270183551956,0.0,0.0,21.03368416720985,0.4605256802684625,0.00013919227549549394,0.06666676418494615,0.06666666609420971,-0.020396324181499757,0.5,0.5
4.0,0.0,0.0,0.0,0.0,0.0,-0.02018270183551956,0.0,0.0,21.036159118553236,0.4606203963470445,0.00023679648699560235,0.08333343085161281,0.08333333276087637,-0.020396324181499757,0.5,0.5
5.0,0.0,0.0,0.0,0.0,0.0,-0.02018270183551956,0.0,0.0,21.03918297202259,0.46076199912892624,0.000368812878482652,0.10000009751827947,0.09999999942754303,-0.020396324181499757,0.5,0.5
6.0,0.0,0.0,0.0,0.0,0.0,-0.02018270183551956,0.0,0.0,21.042755060166773,0.4609601054801681,0.0005399066583466755,0.11666676418494613,0.1166666660942097,-0.020396324181499757,0.5,0.5
7.0,0.0,0.0,0.0,0.0,0.0,-0.02018270183551956,0.0,0.0,21.04687458106628,0.46122445120528727,0.0007547597331029173,0.1333334308516128,0.13333333276087636,-0.020396324181499757,0.5,0.5
8.0,0.0,0.0,0.0,0.0,0.0,-0.02018270183551956,0.0,0.0,21.05154059230331,0.46156490778743925,0.0010180738860011667,0.15000009751827947,0.14999999942754302,-0.020396324181499757,0.5,0.5
9.0,0.0,0.0,0.0,0.0,0.0,-0.02018270183551956,0.0,0.0,21.05675200408537,0.46199149915042537,0.001334573966517267,0.16666676418494614,0.1666666660942097,-0.020396324181499757,0.5,0.5
